순위,상품번호,도서명,부제목,저자,출판사,출판일,할인율,판매가,정가,판매지수,리뷰수,평점
307,8921236,미래를 바꾼 아홉 가지 알고리즘,컴퓨터 세상을 만든 기발한 아이디어들,존 맥코믹저 /민병교역,에이콘출판사,2013년 05월,10%,"16,920원","18,800원","4,128",48,9.1
308,189428579,죽음의 스프링 배치 6,새벽 3시의 처절한 공포는 이제 끝이다,KILL-9,에이콘출판사,2026년 05월,10%,"30,600원","34,000원",480,5,6.0
309,190877794,예제가 가득한 챗GPT with 클로드 길라잡이,,이승우,정보문화사,2026년 06월,10%,"15,120원","16,800원",300,2,10.0
310,191303626,스마트폰으로 배우는 챗GPT & 생성형 AI,,안은진,아티오,2026년 06월,10%,"13,500원","15,000원",282,0,
311,190250717,Node.js + NestJS 교과서,안정적인 AI 서비스를 만들기 위한 Node.js + NestJS 입문서,조현영,길벗,2026년 05월,10%,"36,000원","40,000원","1,521",6,9.7
312,188880177,LangGraph로 만드는 AI 에이전트 서비스,RAG.멀티 에이전트.평가까지 AI 에이전트 실무 완전 정복,"전상우,정영훈,서평원,이정훈,이민혁",성안당,2026년 05월,10%,"26,100원","29,000원","1,131",9,9.8
313,191479561,픽셀과 문장 사이 게임 스토리텔링의 기술,,김세정,길벗캠퍼스,2026년 06월,,"34,000원","34,000원",180,0,
314,190981880,메타스플로잇 2/e,침투 테스트 실전 가이드,"데이비드 케네디,마티 아하로니,데번 컨즈,짐 오고먼,다니엘 G. 그레이엄저 외 1명정보 더 보기/감추기데이비드 케네디마티 아하로니데번 컨즈짐 오고먼다니엘 G. 그레이엄서도현",에이콘출판사,2026년 06월,10%,"30,600원","34,000원",240,0,
315,189821967,AI를 이기는 개발자 커리어 관리 가이드,"이력서, 코딩 테스트, 면접, 연봉 협상에 이르는 개발자 성장 가속 전략",강승현,제이펍,2026년 06월,10%,"21,600원","24,000원",594,1,10.0
316,189663337,바이브코딩으로 진짜 웹 서비스 하나를 끝까지 만든다!,기획·프론트·백엔드·데이터베이스·보안·배포를 바이브코딩으로 한 번에 완성하는 WeTube 프로젝트!,"이상용,정동진",앤써북,2026년 05월,10%,"16,920원","18,800원",915,0,
317,189353153,코딩 자율학습 FastAPI 파이썬 백엔드 개발 입문,따라 하면서 배우는 친절한 파이썬 웹 개발,신동현,길벗,2026년 05월,10%,"25,200원","28,000원",792,0,
318,189007418,"AI, 글쓰기, 저작권","생성형 인공지능 시대, 창작은 어떻게 바뀌는가",정지우,마름모,2026년 05월,10%,"10,800원","12,000원",912,2,8.0
319,188601300,스토리 엔지니어링,모든 장르에 활용 가능한 AI 콘텐츠 전략,김우정,생능북스,2026년 05월,10%,"15,120원","16,800원","2,877",33,9.4
320,187313988,"애플, 파괴적 혁신의 시작","세상을 뒤바꾼 개인용 컴퓨터와 소프트웨어 혁명, 그 뜻밖의 순간들","레인 누니저/오현석,박기성역",책만,2026년 04월,10%,"23,400원","26,000원",978,13,9.8
321,191855007,스토리 창작자를 위한 AI 활용 가이드,"캐릭터 설정부터 스토리 전개까지, 글쓰기 효율을 끌어올리는 챗GPT 사용법","야마카와 겐이치,이마이 아키히코,아시자와 가모메저/송경원역",요다,2026년 06월,10%,"16,200원","18,000원",120,0,
322,190272428,라즈베리파이 5로 배우는 AI 인공지능 자율주행 자동차 만들기 + 데이터 수집 · 학습 + 딥러닝,"데이터 획득, 모델 생성, 모델 적용 후 자율주행",장문철,앤써북,2026년 06월,10%,"21,960원","24,400원",162,0,
323,190213684,이것이 멀티 에이전트다,"싱글 에이전트부터 멀티 에이전트까지, MCP와 A2A로 구현하는 에이전트 시스템 개발 | Cursor 최신 버전 반영, 9가지 실습 프로젝트 수록",서지영,한빛미디어,2026년 06월,10%,"31,500원","35,000원",456,1,6.0
324,190211456,기업 AI자동화를 위한 클로드 AI활용,,"최재용,박경희,신진주,임기정저/권혁용공저 외 3명정보 더 보기/감추기최재용박경희신진주임기정권혁용김진수최동진김진선",미디어북,2026년 05월,,"20,000원","20,000원",456,0,
325,189829859,AI 이해력,우리가 질문하면 AI는 어떻게 답을 하는가?,박민경,로드북,2026년 05월,10%,"22,500원","25,000원",897,0,
326,189759363,트랜스포머 아키텍처로 배우는 AI 에이전트 with 랭체인 & 랭그래프,"RAG부터 파인튜닝, 양자화, MCP까지",장철원,한빛미디어,2026년 05월,10%,"35,100원","39,000원",813,0,
327,189522258,AI로 나만의 3D 애니메이션 만들기,"기획부터 연출, 영상 합성까지 AI로 완성하는 1인 제작 가이드",김희령,로드북,2026년 05월,10%,"24,300원","27,000원",834,0,
328,189508675,어디서든 유튜브 프로듀싱 with 아이패드 파이널 컷 프로 + AI,"쇼츠, 릴스, 틱톡 숏폼과 유튜브를 위한 챗GPT 기획, 제미나이 영상 생성, 파이널 컷 AI 활용",남시언,비제이퍼블릭(BJ퍼블릭),2026년 05월,10%,"20,700원","23,000원",540,18,10.0
329,189468123,AI와 게임 NPC의 미래,,오석희,커뮤니케이션북스,2026년 05월,,"12,000원","12,000원",408,0,
330,189438793,하나면 다 된다 제미나이,"구글의 일 잘하는 AI 비서 Gems, Veo, Flow, 나노 바나나 2, 노트북LM까지!",앤미디어,성안당,2026년 05월,10%,"20,700원","23,000원",474,27,9.6
331,189360735,"3주 완성 초등 AI 웹툰 With 투닝, 망고툰",교과서 예제로 배우는,한송이글,서사원주니어,2026년 05월,10%,"18,000원","20,000원","1,380",39,10.0
332,188906223,코어 스테이블코인,PayFi와 AI가 바꾸는 부의 지도,"박재현,박지수",한빛미디어,2026년 05월,10%,"21,600원","24,000원","1,827",4,10.0
333,188823173,요즘 예체능 수업을 위한 에듀테크 활용법 223제,"음악·미술·체육 압도적 수업 활용 사례 : 어떻게 활용했고, 어떻게 활용할 수 있는지!",박래혁,앤써북,2026년 05월,10%,"20,970원","23,300원","1,827",29,10.0
334,188014469,프로 일잘러의 AI 실무 바이블,프로 일잘러로 성장하는 AI 활용의 모든 것,"양일동,이안정,박희현,나한주,이나윤저 외 2명정보 더 보기/감추기양일동이안정박희현나한주이나윤임채용임효경",교육과학사,2026년 04월,,"34,000원","34,000원","3,960",38,10.0
335,187299706,복붙으로 끝내는 AI 기획보고서,AI 초보도 바로 따라 하는 기획보고서 자동화의 모든 것,"이정화,문경희,박인완,김찬곤",디지털콘텐츠그룹,2026년 04월,10%,"21,600원","24,000원",174,0,
336,187043716,몰입을 설계하는 게임 기획,"감정에서 과금까지, 플레이어 경험을 만드는 게임 디자인의 원리",쉬웨이훙저/권유라역,제이펍,2026년 04월,10%,"25,200원","28,000원",990,0,
337,187035513,인공지능 파놉티콘,기술 독재와 감시 권력에 저항하는 상상과 실천,홍성욱,김영사,2026년 04월,10%,"17,820원","19,800원",456,8,10.0
338,186936350,요즘 교실 혁신의 공식 AI·에듀테크 활용법 with 2022 개정 교육과정,"바로 쓸 수 있는 실제 활용법 : 투닝, 캔바, 제미나이, 에듀테크, 수업용AI, 학년별AI, 수업·업무 자동화 활용, 사회정서학습, 디지털 문해력",진제헌,앤써북,2026년 05월,10%,"20,970원","23,300원","1,806",6,10.0
339,186675967,제미나이(Gemini) 재미나게 활용하기,,"강신진,서완석,오정택",BOOKK(부크크),2026년 04월,,"18,300원","18,300원",408,0,
340,185767661,코지마 히데오의 게임론,"<메탈기어>부터 <데스 스트랜딩>까지, 게임의 혁신성으로 세계를 열광시킨 크리에이터",브라이언 히카리 하츠하임저/문성호역,AK(에이케이 커뮤니케이션즈),2026년 04월,5%,"20,710원","21,800원",294,8,9.8
341,184642019,입상 교사만 아는 아무도 말해주지 않은 디지털교육연구대회 1등급의 비밀,"연구 트렌드 분석, 1등급 받는 보고서 작성 실제, 디자인 작업 방법, 최종 심사 완벽대비, 입상 꿀팁 전수",강인성,앤써북,2026년 04월,10%,"15,120원","16,800원",822,15,10.0
342,184310483,한 권으로 끝내는 피지컬 AI ROS2 입문+실전(종합편),"ROS2, LIDAR, Camera, ESP32, micro-ROS","서민우,전현희,이현아,박찬호",앤써북,2026년 04월,10%,"22,950원","25,500원","1,632",13,10.0
343,184283938,젠스파크 Genspark AI 콘텐츠 공장,,조영빈,디지털북스,2026년 04월,10%,"18,000원","20,000원",738,2,8.0
344,183809446,신비한 VR 세상 딜라이텍스 스타터,,창의콘텐츠연구소,해람북스,2026년 03월,10%,"14,400원","16,000원","1,296",0,
345,183702987,할 수 있다! 구글 크롬 기초&활용 with AI,,IT교재연구팀,시대인,2026년 04월,10%,"10,800원","12,000원",234,9,10.0
346,182638982,능력치 만렙 SRE,"관측 가능성, 자동화, 장애 대응을 넘어 독보적인 커리어 구축까지","제레미 프로핏,로드 아나미저/김희진,양재호,표세열역",에이콘출판사,2026년 03월,10%,"36,000원","40,000원",192,0,
347,182019497,맛있는 디자인 일러스트레이터 CC 2026,핵심 기능을 담은 기본편 + 실무 예제가 풍부한 활용편,박정아,한빛미디어,2026년 03월,10%,"24,300원","27,000원","1,104",10,9.8
348,181178233,AI 국부론,노동의 종말과 인구 절벽을 맞이한 대한민국을 G3로 이끌 인공지능 레버리지 전략,이승현,골든래빗,2026년 03월,10%,"25,200원","28,000원","3,426",108,10.0
349,180515096,SQL TUNER for PostgreSQL,기본원리편,유일환,디비안(DBian),2026년 03월,,"39,000원","39,000원",660,0,
350,180488781,파이토치로 배우는 LLM & AI,"머신러닝 기초부터 RAG, LLM 미세 튜닝, 스테이블 디퓨전까지 코드로 마스터하기",로런스 모로니저/박해선역,한빛미디어,2026년 03월,10%,"32,400원","36,000원","1,380",3,10.0
351,179710994,엑셀 대신 챗GPT,함수 대신 프롬프트! 바이브 엑셀로 일하는 법,오종현,한빛미디어,2026년 03월,10%,"19,800원","22,000원","1,068",17,9.8
352,178728770,된다! 링크드인 활용법,평범한 직장인의 경험을 커리어로 빛나게 해 줄 링크드인. 나를 브랜딩하고 새로운 기회를 잡는 노하우,변재일,이지스퍼블리싱,2026년 03월,10%,"19,800원","22,000원","2,250",19,10.0
353,178423439,쉽고 빠르게 배우는 네이버 클라우드 플랫폼 인프라 엔지니어링,"구축, 운영, 최적화, 기술자격증 취득까지 비즈니스에 바로 적용 가능한 NCP 서비스 가이드","정낙수,강지나",제이펍,2026년 03월,10%,"27,000원","30,000원",474,4,9.5
354,177808924,교실로 온 ON 제미나이,"현장에서 바로 쓰는 인공지능 50가지 활용 가이드 바이브코딩, 라이브, 가이드학습, 스토리북","박찬,김병석,전수연,김지용,구현희저 외 3명정보 더 보기/감추기박찬김병석전수연김지용구현희전채원홍찬우임채원",다빈치books,2026년 03월,10%,"19,800원","22,000원","3,645",13,10.0
355,177187498,AI 게임 개발 with 코덱스,"혼자서도 프로처럼 AI 팀원과 캐릭터 제작부터 음원, 코딩, 배포, 수익화까지",정윤지(유리링),한빛미디어,2026년 02월,10%,"28,800원","32,000원","2,562",25,9.4
356,177127585,플레이어를 사로잡는 게임의 심리학,게임 UI에 설계된 심리적 요소부터 게임 커뮤니티의 집단 심리학까지,규리네,루비페이퍼,2026년 02월,10%,"19,800원","22,000원",414,0,
357,176914166,프리미어 프로 + 애프터 이펙트 CC 2026 무작정 따라하기,,"전은재,민지영,문수민,앤미디어",길벗,2026년 02월,10%,"24,300원","27,000원","1,233",26,9.7
358,175902524,AI 에이전트 마스터 클래스,"기획, 구현, 운영, 배포까지 현업에서 바로 적용하는 에이전트 개발 가이드",김구현,한빛미디어,2026년 01월,10%,"23,400원","26,000원","2,718",65,10.0
359,175558676,마인크래프트 대탈출 게임 만들기,,Mojang Studio저/강세중역,영진닷컴,2026년 01월,10%,"15,300원","17,000원",510,7,10.0
360,175133788,AI 프로젝트 100% 성공을 위한 체크리스트 17,"비즈니스 성장을 위한 AI 프로덕트의 기획부터 설계, 성능 평가까지 단계별 전략",유진호,책만,2026년 01월,10%,"25,200원","28,000원","3,732",18,9.9
361,174197933,무조건 도움되는 유아교사 업무경감,에듀테크 & AI 활용,"김나영,남동윤,이영은,장효정,최지이저 외 1명정보 더 보기/감추기김나영남동윤이영은장효정최지이황경미",교육과실천,2026년 01월,10%,"22,950원","25,500원","2,451",9,10.0
362,173183477,인공지능이 답할 때 교육은 무엇을 묻는가,AI가 채우지 못한 교육의 영토,함영기,에듀니티교육연구소(에듀니티),2026년 01월,10%,"18,000원","20,000원","4,998",8,10.0
363,172506733,소플의 처음 만난 리액트,리액트 기초와 핵심 개념을 가장 쉽게 알려 주는 입문자 가이드,이인제,한빛미디어,2026년 01월,10%,"30,600원","34,000원",756,2,10.0
364,172059324,AI 로봇 구조 교과서,"엔비디아 · Figure AI · 테슬라, AI 산업의 패권을 결정할 로봇 메커니즘 해설",유승남,보누스,2026년 01월,10%,"20,700원","23,000원","1,596",15,10.0
365,171542281,파워 유저를 위한 파이썬 EXPRESS,,"천인국,천명준",생능출판사,2026년 01월,,"35,000원","35,000원","2,370",0,
366,170998602,포토샵+일러스트레이터 CC 2026 무작정 따라하기,"파이어플라이, 나노바나나, 토파즈 기가픽셀","문수민,민지영,앤미디어,전은재",길벗,2026년 01월,10%,"23,400원","26,000원","3,072",62,9.8
367,170504549,LLM을 위한 프롬프트 엔지니어링,"LLM 구조 이해부터 프롬프트 전략, 대화형 에이전트 설계, 성과 평가까지","존 베리먼,앨버트 지글러저/김정인역",제이펍,2026년 01월,10%,"25,200원","28,000원","2,676",7,9.7
368,170372943,컨텍스트 엔지니어링으로 완성하는 AI 에이전트,"랭체인, RAG, CoT, ReAct, LLMOps로 구현하는 AI 서비스 실전 가이드",박경민,한빛미디어,2025년 12월,10%,"27,000원","30,000원",990,13,9.7
369,168451090,"요즘 바이브 코딩 v0 + 커서 입문 PRD 기획·개발·배포, 일주일 완성","인공지능 코딩, vercel, 기획, PRD, 설계, 인증, 배포, QR·바코드 생성 앱, 챗GPT, DeepL 번역 클론 앱, API, 리팩터링, 수파베이스 연동",김동학,골든래빗,2026년 01월,10%,"25,200원","28,000원","1,536",7,9.4
370,167694445,팔리는 블로그 & SNS 글쓰기 with 챗GPT,"콘텐츠 아이디어부터 이미지까지, 하루 30분으로 1일 1 포스팅 가능한 AI 활용법",홍순성,한빛미디어,2025년 12월,10%,"22,500원","25,000원","1,890",12,10.0
371,167584729,AI 자율학습 밑바닥부터 배우는 AI 에이전트,프레임워크 없이 5가지 워크플로 패턴으로 배우는 에이전트 설계 원리,다비드스튜디오,길벗,2025년 12월,10%,"21,600원","24,000원","1,926",20,9.6
372,167573116,일 잘하는 사람은 이렇게 챗GPT를 씁니다,"일잘러 장피엠의 AI 실무, 자동화, 노코드, GPTs, Make 활용 강의",장피엠(장병준),한빛미디어,2025년 12월,10%,"21,600원","24,000원","7,116",21,9.8
373,167475617,회사에서 바로 통하는 파워포인트 FOR STARTERS,"왕초보가 시작하는 파워포인트 입문서, AI 도구 활용, 모든 버전 사용 가능",이화진,한빛미디어,2025년 12월,10%,"15,300원","17,000원","1,854",28,10.0
374,167463337,그로스 해킹 (10주년 기념 증보판),데이터로 증명하는 성장의 공식,라이언 홀리데이저/고영혁역,길벗,2025년 11월,10%,"19,800원","22,000원","3,012",20,9.7
375,167384326,요즘 바이브 코딩 제미나이 CLI 완벽 가이드,"인공지능 코딩, AI 네이티브 개발, LLM, 페르소나, 작업, 맥락, GEMINI.md, 컨텍스트 윈도우, 인증 방법, 요금제, 워크플로, 프로젝트 설계, 자동화, 프로젝트 컨텍스트, 대용량 입력 처리, 헤드리스 모드, Git Bash",김진환,골든래빗,2025년 12월,10%,"23,400원","26,000원","4,500",80,10.0
